"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","PAN","Panama","2015","2015",5.53081,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","ERI","Eritrea","2016","2016",10.22797,,
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","MNG","Mongolia","2014","2014",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","MNG","Mongolia","2017","2017",0.96477,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","LVA","Latvia","2012","2012",10.48782,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","LVA","Latvia","2013","2013",8.59826,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","LVA","Latvia","2014","2014",9.33215,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","LVA","Latvia","2015","2015",11.14104,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","LVA","Latvia","2016","2016",11.39936,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","IRL","Ireland","2012","2012",15.07284,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","IRL","Ireland","2013","2013",20.15881,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","IRL","Ireland","2014","2014",22.84797,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","IRL","Ireland","2015","2015",22.68508,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","IRL","Ireland","2016","2016",23.83747,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","BGR","Bulgaria","2012","2012",8.3436,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","BGR","Bulgaria","2013","2013",7.57993,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","BGR","Bulgaria","2014","2014",7.71841,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","BGR","Bulgaria","2015","2015",7.73922,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","BGR","Bulgaria","2016","2016",7.93269,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","MLT","Malta","2013","2013",10.62945,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","MLT","Malta","2014","2014",12.40135,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","MLT","Malta","2015","2015",11.70512,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","MLT","Malta","2016","2016",12.7683,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","LIE","Liechtenstein","2012","2012",33.80282,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","FRA","France","2012","2012",0.00894,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","FRA","France","2013","2013",2.14111,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","FRA","France","2014","2014",2.05737,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","FRA","France","2015","2015",0.02912,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","FRA","France","2016","2016",0.03559,,
"FOSGP_5T8_F300_M","Percentage of male graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, male  (%)","BFA","Burkina Faso","2012","2012",17.31318,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","EST","Estonia","2012","2012",7.30961,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","EST","Estonia","2013","2013",6.94764,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","EST","Estonia","2014","2014",8.03729,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","EST","Estonia","2015","2015",8.52159,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","EST","Estonia","2016","2016",8.79945,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","KEN","Kenya","2016","2016",32.28064,,
"FOSGP_5T8_F500_F","Percentage of female graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, female (%)","MMR","Myanmar","2012","2012",28.57083,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","NLD","Netherlands","2013","2013",8.6246,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","NLD","Netherlands","2014","2014",8.43529,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","AZE","Azerbaijan","2012","2012",7.58544,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","AZE","Azerbaijan","2015","2015",3.16485,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","AZE","Azerbaijan","2016","2016",2.7651,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","AZE","Azerbaijan","2017","2017",3.28068,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","HUN","Hungary","2012","2012",5.18718,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","HUN","Hungary","2013","2013",5.46397,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","HUN","Hungary","2014","2014",6.4078,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","HUN","Hungary","2015","2015",6.92752,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","HUN","Hungary","2016","2016",6.80757,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","SWE","Sweden","2012","2012",19.44778,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","SWE","Sweden","2013","2013",18.2078,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","SWE","Sweden","2015","2015",18.1343,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","SWE","Sweden","2016","2016",18.30193,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","LSO","Lesotho","2012","2012",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","LSO","Lesotho","2013","2013",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","LSO","Lesotho","2014","2014",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","LSO","Lesotho","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","AUS","Australia","2013","2013",40.77364,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","AUS","Australia","2014","2014",39.37379,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","AUS","Australia","2015","2015",38.08723,,
